BTC_2024-09-21 08:41:00,
BTC_2024-09-21 10:21:00,
BTC_2024-09-21 12:01:00,
BTC_2024-09-21 13:41:00,
BTC_2024-09-21 15:21:00,
BTC_2024-09-21 17:01:00,
BTC_2024-09-21 18:41:00,
BTC_2024-09-21 20:21:00,
BTC_2024-09-21 22:01:00,
BTC_2024-09-21 23:41:00,
BTC_2024-09-22 01:21:00,
BTC_2024-09-22 03:01:00,
BTC_2024-09-22 04:41:00,
BTC_2024-09-22 06:21:00,
BTC_2024-09-22 08:01:00,
BTC_2024-09-22 09:41:00,
BTC_2024-09-22 11:21:00,
BTC_2024-09-22 13:01:00,
BTC_2024-09-22 14:41:00,
BTC_2024-09-22 16:21:00,
BTC_2024-09-22 18:01:00,
BTC_2024-09-22 19:41:00,
BTC_2024-09-22 21:21:00,
BTC_2024-09-22 23:01:00,
BTC_2024-09-23 00:41:00,
BTC_2024-09-23 02:21:00,
BTC_2024-09-23 04:01:00,
BTC_2024-09-23 05:41:00,
BTC_2024-09-23 07:21:00,
BTC_2024-09-23 09:01:00,
BTC_2024-09-23 10:41:00,
BTC_2024-09-23 12:21:00,
BTC_2024-09-23 14:01:00,
BTC_2024-09-23 15:41:00,
BTC_2024-09-23 17:21:00,
BTC_2024-09-23 19:01:00,
BTC_2024-09-23 20:41:00,
BTC_2024-09-23 22:21:00,
BTC_2024-09-24 00:01:00,
BTC_2024-09-24 01:41:00,
BTC_2024-09-24 03:21:00,
BTC_2024-09-24 05:01:00,
BTC_2024-09-24 06:41:00,
BTC_2024-09-24 08:21:00,
BTC_2024-09-24 10:01:00,
BTC_2024-09-24 11:41:00,
BTC_2024-09-24 13:21:00,
BTC_2024-09-24 15:01:00,
BTC_2024-09-24 16:41:00,
BTC_2024-09-24 18:21:00,
BTC_2024-09-24 20:01:00,
BTC_2024-09-24 21:41:00,
BTC_2024-09-24 23:21:00,
BTC_2024-09-25 01:01:00,
BTC_2024-09-25 02:41:00,
BTC_2024-09-25 04:21:00,
BTC_2024-09-25 06:01:00,
BTC_2024-09-25 07:41:00,
BTC_2024-09-25 09:21:00,
BTC_2024-09-25 11:01:00,
BTC_2024-09-25 12:41:00,
BTC_2024-09-25 14:21:00,
BTC_2024-09-25 16:01:00,
BTC_2024-09-25 17:41:00,
BTC_2024-09-25 19:21:00,
BTC_2024-09-25 21:01:00,
BTC_2024-09-25 22:41:00,
BTC_2024-09-26 00:21:00,
BTC_2024-09-26 02:01:00,
BTC_2024-09-26 03:41:00,
BTC_2024-09-26 05:21:00,
BTC_2024-09-26 07:01:00,
BTC_2024-09-26 08:41:00,
BTC_2024-09-26 10:21:00,
BTC_2024-09-26 12:01:00,
BTC_2024-09-26 13:41:00,
BTC_2024-09-26 15:21:00,
BTC_2024-09-26 17:02:00,
BTC_2024-09-26 18:42:00,
BTC_2024-09-26 20:22:00,
BTC_2024-09-26 22:02:00,
BTC_2024-09-26 23:42:00,
BTC_2024-09-27 01:22:00,
BTC_2024-09-27 03:02:00,
BTC_2024-09-27 04:42:00,
BTC_2024-09-27 06:22:00,
BTC_2024-09-27 08:02:00,
BTC_2024-09-27 09:42:00,
BTC_2024-09-27 11:22:00,
BTC_2024-09-27 13:02:00,
BTC_2024-09-27 14:42:00,
BTC_2024-09-27 16:22:00,
BTC_2024-09-27 18:02:00,
BTC_2024-09-27 19:42:00,
BTC_2024-09-27 21:22:00,
BTC_2024-09-27 23:02:00,
BTC_2024-09-28 00:42:00,
BTC_2024-09-28 02:22:00,
BTC_2024-09-28 04:02:00,
BTC_2024-09-28 05:42:00,
BTC_2024-09-28 07:22:00,
BTC_2024-09-28 09:02:00,
BTC_2024-09-28 10:42:00,
BTC_2024-09-28 12:22:00,
BTC_2024-09-28 14:02:00,
BTC_2024-09-28 15:42:00,
BTC_2024-09-28 17:22:00,
BTC_2024-09-28 19:02:00,
BTC_2024-09-28 20:42:00,
BTC_2024-09-28 22:22:00,
BTC_2024-09-29 00:02:00,
BTC_2024-09-29 01:42:00,
BTC_2024-09-29 03:22:00,
BTC_2024-09-29 05:02:00,
BTC_2024-09-29 06:42:00,
BTC_2024-09-29 08:22:00,
BTC_2024-09-29 10:02:00,
BTC_2024-09-29 11:42:00,
BTC_2024-09-29 13:22:00,
BTC_2024-09-29 15:02:00,
BTC_2024-09-29 16:42:00,
BTC_2024-09-29 18:22:00,
BTC_2024-09-29 20:02:00,
BTC_2024-09-29 21:42:00,
BTC_2024-09-29 23:22:00,
BTC_2024-09-30 01:02:00,
BTC_2024-09-30 02:42:00,
BTC_2024-09-30 04:22:00,
BTC_2024-09-30 06:02:00,
BTC_2024-09-30 07:42:00,
BTC_2024-09-30 09:22:00,
BTC_2024-09-30 11:02:00,
